transaction_id,order_datetime_utc,ingested_at_utc,country,source_system,source_scenario,product_code,product_name,product_category,brand,sales_channel,quantity,unit_price,currency,discount_pct,gross_amount,net_amount
TXN-IT-4-000001,2026-08-28 14:50:43,2026-08-28 14:52:43,IT,Proprietary ERP,B,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Wholesale,6,32.0,EUR,0.2,192.0,153.6
TXN-IT-4-000002,2026-08-28 17:04:29,2026-08-28 17:07:29,IT,Proprietary ERP,B,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Pharmacy/B2B,2,9.5,EUR,0.05,19.0,18.05
TXN-IT-4-000003,2026-08-28 06:02:03,2026-08-28 06:03:03,IT,Proprietary ERP,B,PUR-002,PureLife BP Monitor,Medical Device,PureLife,D2C,5,90.0,EUR,0.0,450.0,450.0
TXN-IT-4-000004,2026-08-28 08:33:52,2026-08-28 08:34:52,IT,Proprietary ERP,B,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,6,21.0,EUR,0.0,126.0,126.0
TXN-IT-4-000005,2026-08-28 21:55:34,2026-08-28 21:58:34,IT,Proprietary ERP,B,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,5,21.0,EUR,0.0,105.0,105.0
TXN-IT-4-000006,2026-08-28 00:23:11,2026-08-28 00:27:11,IT,Proprietary ERP,B,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,4,37.0,EUR,0.0,148.0,148.0
TXN-IT-4-000007,2026-08-28 04:54:59,2026-08-28 04:55:59,IT,Proprietary ERP,B,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,11,17.0,EUR,0.0,187.0,187.0
TXN-IT-4-000008,2026-08-28 00:34:59,2026-08-28 00:40:59,IT,Proprietary ERP,B,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,D2C,3,32.0,EUR,0.2,96.0,76.8
TXN-IT-4-000009,2026-08-28 07:00:46,2026-08-28 07:02:46,IT,Proprietary ERP,B,MED-002,Medora Derm Cream,Prescription,Medora,Pharmacy/B2B,4,26.0,EUR,0.0,104.0,104.0
TXN-IT-4-000010,2026-08-28 08:59:31,2026-08-28 09:00:31,IT,Proprietary ERP,B,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,5,9.5,EUR,0.0,47.5,47.5
TXN-IT-4-000011,2026-08-28 02:34:45,2026-08-28 02:37:45,IT,Proprietary ERP,B,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Pharmacy/B2B,8,90.0,EUR,0.0,720.0,720.0
TXN-IT-4-000012,2026-08-28 18:03:28,2026-08-28 18:08:28,IT,Proprietary ERP,B,VIT-001,Vitalis C1000,Supplement,Vitalis,E-commerce,4,21.0,EUR,0.15,84.0,71.4
TXN-IT-4-000013,2026-08-28 21:41:18,2026-08-28 21:47:18,IT,Proprietary ERP,B,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,12,17.0,EUR,0.2,204.0,163.2
TXN-IT-4-000014,2026-08-28 13:29:45,2026-08-28 13:31:45,IT,Proprietary ERP,B,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,7,10.5,EUR,0.0,73.5,73.5
TXN-IT-4-000015,2026-08-28 21:26:05,2026-08-28 21:28:05,IT,Proprietary ERP,B,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,7,43.0,EUR,0.0,301.0,301.0
TXN-IT-4-000016,2026-08-28 20:18:21,2026-08-28 20:21:21,IT,Proprietary ERP,B,MED-002,Medora Derm Cream,Prescription,Medora,Pharmacy/B2B,8,26.0,EUR,0.0,208.0,208.0
TXN-IT-4-000017,2026-08-28 04:45:03,2026-08-28 04:50:03,IT,Proprietary ERP,B,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Pharmacy/B2B,12,90.0,EUR,0.15,1080.0,918.0
