transaction_id,order_datetime_utc,ingested_at_utc,country,source_system,source_scenario,product_code,product_name,product_category,brand,sales_channel,quantity,unit_price,currency,discount_pct,gross_amount,net_amount
TXN-CH-4-000001,2026-08-28 01:09:04,2026-08-28 01:14:04,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,10,16.19,CHF,0.05,161.9,153.81
TXN-CH-4-000002,2026-08-28 05:23:20,2026-08-28 05:25:20,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,D2C,5,80.95,CHF,0.0,404.75,404.75
TXN-CH-4-000003,2026-08-28 15:54:24,2026-08-28 15:58:24,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,7,80.95,CHF,0.15,566.65,481.65
TXN-CH-4-000004,2026-08-28 07:44:49,2026-08-28 07:50:49,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,11,35.24,CHF,0.2,387.64,310.11
TXN-CH-4-000005,2026-08-28 11:39:55,2026-08-28 11:41:55,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,11,35.24,CHF,0.0,387.64,387.64
TXN-CH-4-000006,2026-08-28 07:18:38,2026-08-28 07:20:38,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,11,9.05,CHF,0.15,99.55,84.62
TXN-CH-4-000007,2026-08-28 05:13:55,2026-08-28 05:16:55,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,11,10.0,CHF,0.0,110.0,110.0
TXN-CH-4-000008,2026-08-28 08:53:22,2026-08-28 08:54:22,CH,SAP S/4HANA,A,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,9,20.0,CHF,0.0,180.0,180.0
TXN-CH-4-000009,2026-08-28 12:40:06,2026-08-28 12:44:06,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,Pharmacy/B2B,3,80.95,CHF,0.1,242.85,218.56
TXN-CH-4-000010,2026-08-28 13:25:01,2026-08-28 13:27:01,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,2,9.05,CHF,0.05,18.1,17.2
