transaction_id,order_datetime_utc,ingested_at_utc,country,source_system,source_scenario,product_code,product_name,product_category,brand,sales_channel,quantity,unit_price,currency,discount_pct,gross_amount,net_amount
TXN-CN-2-000001,2026-08-26 15:59:38,2026-08-26 16:03:38,CN,Other ERP,C,PUR-002,PureLife BP Monitor,MD,PureLife,Pharmacy/B2B,7,692.31,CNY,0.0,4846.17,4846.17
TXN-CN-2-000002,2026-08-26 18:27:05,2026-08-26 18:29:05,CN,Other ERP,C,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,3,73.08,CNY,0.0,219.24,219.24
TXN-CN-2-000003,2026-08-26 04:31:35,2026-08-26 04:32:35,CN,Other ERP,C,PUR-001,PureLife GlucoMonitor,MD,PureLife,Pharmacy/B2B,10,653.85,CNY,0.0,6538.5,6538.5
TXN-CN-2-000004,2026-08-26 09:29:30,2026-08-26 09:32:30,CN,Other ERP,C,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,10,80.77,CNY,0.15,807.7,686.55
TXN-CN-2-000005,2026-08-26 04:35:20,2026-08-26 04:38:20,CN,Other ERP,C,MED-002,Medora Derm Cream,RX,Medora,D2C,3,200.0,CNY,0.1,600.0,540.0
TXN-CN-2-000006,2026-08-26 15:43:41,2026-08-26 15:45:41,CN,Other ERP,C,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,1,73.08,CNY,0.0,73.08,73.08
TXN-CN-2-000007,2026-08-26 15:30:26,2026-08-26 15:31:26,CN,Other ERP,C,DER-002,Dermacare LiftCream,AES,Dermacare,Pharmacy/B2B,11,284.62,CNY,0.15,3130.82,2661.2
TXN-CN-2-000008,2026-08-26 13:51:30,2026-08-26 13:54:30,CN,Other ERP,C,PUR-002,PureLife BP Monitor,MD,PureLife,Pharmacy/B2B,5,692.31,CNY,0.0,3461.55,3461.55
TXN-CN-2-000009,2026-08-26 11:50:54,2026-08-26 11:52:54,CN,Other ERP,C,VIT-002,Vitalis Multivit,SUP,Vitalis,Wholesale,12,130.77,CNY,0.0,1569.24,1569.24
TXN-CN-2-000010,2026-08-26 06:31:30,2026-08-26 06:32:30,CN,Other ERP,C,MED-002,Medora Derm Cream,RX,Medora,D2C,7,200.0,CNY,0.1,1400.0,1260.0
TXN-CN-2-000011,2026-08-26 03:28:54,2026-08-26 03:31:54,CN,Other ERP,C,DER-001,Dermacare GlowSerum,AES,Dermacare,Pharmacy/B2B,7,246.15,CNY,0.15,1723.05,1464.59
TXN-CN-2-000012,2026-08-26 10:52:42,2026-08-26 10:53:42,CN,Other ERP,C,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,4,80.77,CNY,0.0,323.08,323.08
TXN-CN-2-000013,2026-08-26 17:18:01,2026-08-26 17:22:01,CN,Other ERP,C,PUR-001,PureLife GlucoMonitor,MD,PureLife,D2C,1,653.85,CNY,0.15,653.85,555.77
TXN-CN-2-000014,2026-08-26 22:32:25,2026-08-26 22:33:25,CN,Other ERP,C,VIT-002,Vitalis Multivit,SUP,Vitalis,D2C,2,130.77,CNY,0.15,261.54,222.31
TXN-CN-2-000015,2026-08-26 17:53:28,2026-08-26 17:58:28,CN,Other ERP,C,MED-002,Medora Derm Cream,RX,Medora,Pharmacy/B2B,10,200.0,CNY,0.0,2000.0,2000.0
TXN-CN-2-000016,2026-08-26 17:43:47,2026-08-26 17:44:47,CN,Other ERP,C,PUR-002,PureLife BP Monitor,MD,PureLife,D2C,8,692.31,CNY,0.15,5538.48,4707.71
TXN-CN-2-000017,2026-08-26 03:43:06,2026-08-26 03:49:06,CN,Other ERP,C,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,2,73.08,CNY,0.0,146.16,146.16
TXN-CN-2-000018,2026-08-26 21:13:18,2026-08-26 21:16:18,CN,Other ERP,C,MED-002,Medora Derm Cream,RX,Medora,D2C,10,200.0,CNY,0.2,2000.0,1600.0
TXN-CN-2-000019,2026-08-26 23:43:14,2026-08-26 23:46:14,CN,Other ERP,C,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,E-commerce,9,80.77,CNY,0.05,726.93,690.58
TXN-CN-2-000020,2026-08-26 07:44:36,2026-08-26 07:48:36,CN,Other ERP,C,PUR-001,PureLife GlucoMonitor,MD,PureLife,Pharmacy/B2B,8,653.85,CNY,0.0,5230.8,5230.8
TXN-CN-2-000021,2026-08-26 21:39:17,2026-08-26 21:43:17,CN,Other ERP,C,DER-001,Dermacare GlowSerum,AES,Dermacare,Pharmacy/B2B,9,246.15,CNY,0.0,2215.35,2215.35
TXN-CN-2-000022,2026-08-26 19:28:56,2026-08-26 19:31:56,CN,Other ERP,C,VIT-002,Vitalis Multivit,SUP,Vitalis,Pharmacy/B2B,7,130.77,CNY,0.2,915.39,732.31
TXN-CN-2-000023,2026-08-26 19:41:34,2026-08-26 19:44:34,CN,Other ERP,C,PUR-001,PureLife GlucoMonitor,MD,PureLife,E-commerce,8,653.85,CNY,0.15,5230.8,4446.18
TXN-CN-2-000024,2026-08-26 06:11:09,2026-08-26 06:13:09,CN,Other ERP,C,MED-001,Medora Cardio 10mg,RX,Medora,Pharmacy/B2B,8,330.77,CNY,0.0,2646.16,2646.16
TXN-CN-2-000025,2026-08-26 11:20:59,2026-08-26 11:26:59,CN,Other ERP,C,DER-001,Dermacare GlowSerum,AES,Dermacare,D2C,5,246.15,CNY,0.0,1230.75,1230.75
TXN-CN-2-000026,2026-08-26 00:07:00,2026-08-26 00:09:00,CN,Other ERP,C,MED-001,Medora Cardio 10mg,RX,Medora,Pharmacy/B2B,7,330.77,CNY,0.15,2315.39,1968.08
TXN-CN-2-000027,2026-08-26 00:05:38,2026-08-26 00:08:38,CN,Other ERP,C,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,11,80.77,CNY,0.1,888.47,799.62
