transaction_id,order_datetime_utc,ingested_at_utc,country,source_system,source_scenario,product_code,product_name,product_category,brand,sales_channel,quantity,unit_price,currency,discount_pct,gross_amount,net_amount
TXN-GB-2-000001,2026-08-26 12:05:18,2026-08-26 12:10:18,GB,Legacy Oracle EBS,E,MED-002,Medora Derm Cream,Prescription,Medora,Pharmacy/B2B,1,22.22,GBP,0.0,22.22,22.22
TXN-GB-2-000002,2026-08-26 22:30:43,2026-08-26 22:35:43,GB,Legacy Oracle EBS,E,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,9,8.12,GBP,0.2,73.08,58.46
TXN-GB-2-000003,2026-08-26 06:55:08,2026-08-26 06:58:08,GB,Legacy Oracle EBS,E,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,3,36.75,GBP,0.05,110.25,104.74
TXN-GB-2-000004,2026-08-26 13:26:18,2026-08-26 13:28:18,GB,Legacy Oracle EBS,E,VIT-001,Vitalis C1000,Supplement,Vitalis,Wholesale,10,17.95,GBP,0.0,179.5,179.5
TXN-GB-2-000005,2026-08-26 18:13:39,2026-08-26 18:19:39,GB,Legacy Oracle EBS,E,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,E-commerce,11,27.35,GBP,0.15,300.85,255.72
TXN-GB-2-000006,2026-08-26 04:34:12,2026-08-26 04:35:12,GB,Legacy Oracle EBS,E,MED-002,Medora Derm Cream,Prescription,Medora,E-commerce,12,22.22,GBP,0.2,266.64,213.31
TXN-GB-2-000007,2026-08-26 00:28:33,2026-08-26 00:32:33,GB,Legacy Oracle EBS,E,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,E-commerce,4,8.97,GBP,0.0,35.88,35.88
TXN-GB-2-000008,2026-08-26 08:38:03,2026-08-26 08:43:03,GB,Legacy Oracle EBS,E,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,2,27.35,GBP,0.15,54.7,46.5
TXN-GB-2-000009,2026-08-26 20:19:09,2026-08-26 20:23:09,GB,Legacy Oracle EBS,E,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,D2C,11,27.35,GBP,0.2,300.85,240.68
TXN-GB-2-000010,2026-08-26 04:02:10,2026-08-26 04:03:10,GB,Legacy Oracle EBS,E,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,12,8.97,GBP,0.05,107.64,102.26
TXN-GB-2-000011,2026-08-26 10:41:00,2026-08-26 10:47:00,GB,Legacy Oracle EBS,E,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,6,8.12,GBP,0.1,48.72,43.85
