transaction_id,order_datetime_utc,ingested_at_utc,country,source_system,source_scenario,product_code,product_name,product_category,brand,sales_channel,quantity,unit_price,currency,discount_pct,gross_amount,net_amount
TXN-DE-2-000001,2026-08-26 18:18:49,2026-08-26 18:23:49,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,D2C,6,21.0,EUR,0.15,126.0,107.1
TXN-DE-2-000002,2026-08-26 11:28:56,2026-08-26 11:32:56,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,11,9.5,EUR,0.0,104.5,104.5
TXN-DE-2-000003,2026-08-26 08:28:10,2026-08-26 08:30:10,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,5,17.0,EUR,0.2,85.0,68.0
TXN-DE-2-000004,2026-08-26 00:35:06,2026-08-26 00:37:06,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,D2C,9,43.0,EUR,0.2,387.0,309.6
TXN-DE-2-000005,2026-08-26 02:57:40,2026-08-26 03:02:40,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,D2C,11,26.0,EUR,0.1,286.0,257.4
TXN-DE-2-000006,2026-08-26 12:44:10,2026-08-26 12:46:10,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,7,10.5,EUR,0.0,73.5,73.5
TXN-DE-2-000007,2026-08-26 21:55:47,2026-08-26 21:57:47,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,12,10.5,EUR,0.15,126.0,107.1
TXN-DE-2-000008,2026-08-26 21:43:09,2026-08-26 21:48:09,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Pharmacy/B2B,10,9.5,EUR,0.15,95.0,80.75
TXN-DE-2-000009,2026-08-26 09:09:20,2026-08-26 09:11:20,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,4,37.0,EUR,0.0,148.0,148.0
TXN-DE-2-000010,2026-08-26 02:26:49,2026-08-26 02:28:49,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,E-commerce,12,90.0,EUR,0.1,1080.0,972.0
TXN-DE-2-000011,2026-08-26 13:52:22,2026-08-26 13:58:22,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,7,10.5,EUR,0.2,73.5,58.8
TXN-DE-2-000012,2026-08-26 20:04:34,2026-08-26 20:07:34,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,3,43.0,EUR,0.0,129.0,129.0
TXN-DE-2-000013,2026-08-26 23:14:47,2026-08-26 23:19:47,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,D2C,4,43.0,EUR,0.1,172.0,154.8
TXN-DE-2-000014,2026-08-26 10:49:02,2026-08-26 10:53:02,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,E-commerce,8,90.0,EUR,0.1,720.0,648.0
TXN-DE-2-000015,2026-08-26 13:27:20,2026-08-26 13:28:20,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,12,17.0,EUR,0.0,204.0,204.0
TXN-DE-2-000016,2026-08-26 14:25:31,2026-08-26 14:28:31,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,E-commerce,11,26.0,EUR,0.0,286.0,286.0
TXN-DE-2-000017,2026-08-26 21:37:59,2026-08-26 21:38:59,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,2,9.5,EUR,0.15,19.0,16.15
TXN-DE-2-000018,2026-08-26 06:05:20,2026-08-26 06:06:20,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,D2C,1,26.0,EUR,0.15,26.0,22.1
TXN-DE-2-000019,2026-08-26 16:30:31,2026-08-26 16:35:31,DE,SaaS Platform,D,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,5,85.0,EUR,0.0,425.0,425.0
TXN-DE-2-000020,2026-08-26 00:12:06,2026-08-26 00:16:06,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,11,37.0,EUR,0.15,407.0,345.95
TXN-DE-2-000021,2026-08-26 15:20:02,2026-08-26 15:26:02,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,Pharmacy/B2B,12,43.0,EUR,0.0,516.0,516.0
TXN-DE-2-000022,2026-08-26 20:26:51,2026-08-26 20:32:51,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,8,17.0,EUR,0.2,136.0,108.8
TXN-DE-2-000023,2026-08-26 08:47:46,2026-08-26 08:50:46,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,4,90.0,EUR,0.0,360.0,360.0
TXN-DE-2-000024,2026-08-26 03:28:15,2026-08-26 03:31:15,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,E-commerce,11,10.5,EUR,0.2,115.5,92.4
TXN-DE-2-000025,2026-08-26 08:46:36,2026-08-26 08:51:36,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,4,37.0,EUR,0.0,148.0,148.0
TXN-DE-2-000026,2026-08-26 17:59:50,2026-08-26 18:02:50,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Wholesale,2,21.0,EUR,0.2,42.0,33.6
TXN-DE-2-000027,2026-08-26 06:43:59,2026-08-26 06:49:59,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,D2C,1,21.0,EUR,0.15,21.0,17.85
TXN-DE-2-000028,2026-08-26 01:42:47,2026-08-26 01:43:47,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,D2C,10,21.0,EUR,0.0,210.0,210.0
TXN-DE-2-000029,2026-08-26 17:59:11,2026-08-26 18:05:11,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,9,10.5,EUR,0.0,94.5,94.5
TXN-DE-2-000030,2026-08-26 12:30:43,2026-08-26 12:31:43,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,3,43.0,EUR,0.1,129.0,116.1
TXN-DE-2-000031,2026-08-26 17:13:10,2026-08-26 17:19:10,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Pharmacy/B2B,11,9.5,EUR,0.1,104.5,94.05
TXN-DE-2-000032,2026-08-26 21:31:42,2026-08-26 21:35:42,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,12,10.5,EUR,0.1,126.0,113.4
TXN-DE-2-000033,2026-08-26 09:30:34,2026-08-26 09:32:34,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,2,17.0,EUR,0.15,34.0,28.9
TXN-DE-2-000034,2026-08-26 20:26:00,2026-08-26 20:32:00,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,7,43.0,EUR,0.0,301.0,301.0
TXN-DE-2-000035,2026-08-26 06:35:56,2026-08-26 06:36:56,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,9,9.5,EUR,0.15,85.5,72.67
TXN-DE-2-000036,2026-08-26 18:35:16,2026-08-26 18:38:16,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,12,26.0,EUR,0.0,312.0,312.0
TXN-DE-2-000037,2026-08-26 10:08:15,2026-08-26 10:11:15,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,11,37.0,EUR,0.1,407.0,366.3
TXN-DE-2-000038,2026-08-26 06:48:18,2026-08-26 06:52:18,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,10,90.0,EUR,0.2,900.0,720.0
TXN-DE-2-000039,2026-08-26 07:14:08,2026-08-26 07:19:08,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,6,21.0,EUR,0.0,126.0,126.0
TXN-DE-2-000040,2026-08-26 02:55:53,2026-08-26 02:58:53,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,5,37.0,EUR,0.2,185.0,148.0
TXN-DE-2-000041,2026-08-26 12:55:30,2026-08-26 13:01:30,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,1,17.0,EUR,0.0,17.0,17.0
TXN-DE-2-000042,2026-08-26 07:58:40,2026-08-26 08:01:40,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,D2C,9,90.0,EUR,0.0,810.0,810.0
TXN-DE-2-000043,2026-08-26 13:10:04,2026-08-26 13:15:04,DE,SaaS Platform,D,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,12,85.0,EUR,0.05,1020.0,969.0
TXN-DE-2-000044,2026-08-26 18:48:18,2026-08-26 18:52:18,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,4,9.5,EUR,0.0,38.0,38.0
TXN-DE-2-000045,2026-08-26 17:55:49,2026-08-26 17:57:49,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,D2C,11,26.0,EUR,0.0,286.0,286.0
TXN-DE-2-000046,2026-08-26 05:11:54,2026-08-26 05:16:54,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,1,43.0,EUR,0.0,43.0,43.0
TXN-DE-2-000047,2026-08-26 19:50:29,2026-08-26 19:51:29,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,10,43.0,EUR,0.0,430.0,430.0
TXN-DE-2-000048,2026-08-26 02:33:25,2026-08-26 02:34:25,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Pharmacy/B2B,8,9.5,EUR,0.0,76.0,76.0
TXN-DE-2-000049,2026-08-26 13:36:22,2026-08-26 13:41:22,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,3,37.0,EUR,0.0,111.0,111.0
TXN-DE-2-000050,2026-08-26 15:09:27,2026-08-26 15:11:27,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,12,9.5,EUR,0.15,114.0,96.9
TXN-DE-2-000051,2026-08-26 10:29:00,2026-08-26 10:31:00,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,D2C,4,43.0,EUR,0.0,172.0,172.0
TXN-DE-2-000052,2026-08-26 09:29:38,2026-08-26 09:35:38,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,6,37.0,EUR,0.0,222.0,222.0
TXN-DE-2-000053,2026-08-26 18:44:33,2026-08-26 18:46:33,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,9,17.0,EUR,0.15,153.0,130.05
TXN-DE-2-000054,2026-08-26 19:24:59,2026-08-26 19:29:59,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,2,26.0,EUR,0.0,52.0,52.0
TXN-DE-2-000055,2026-08-26 16:38:42,2026-08-26 16:44:42,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,D2C,11,26.0,EUR,0.1,286.0,257.4
