transaction_id,order_datetime_utc,ingested_at_utc,country,source_system,source_scenario,product_code,product_name,product_category,brand,sales_channel,quantity,unit_price,currency,discount_pct,gross_amount,net_amount
TXN-CH-3-000001,2026-08-27 10:24:09,2026-08-27 10:25:09,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,9,16.19,CHF,0.1,145.71,131.14
TXN-CH-3-000002,2026-08-27 05:25:21,2026-08-27 05:29:21,CH,SAP S/4HANA,A,VIT-001,Vitalis C1000,Supplement,Vitalis,D2C,8,20.0,CHF,0.0,160.0,160.0
TXN-CH-3-000003,2026-08-27 08:46:19,2026-08-27 08:50:19,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Wholesale,9,30.48,CHF,0.15,274.32,233.17
TXN-CH-3-000004,2026-08-27 00:17:15,2026-08-27 00:19:15,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,D2C,7,80.95,CHF,0.0,566.65,566.65
TXN-CH-3-000005,2026-08-27 10:28:56,2026-08-27 10:31:56,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,6,10.0,CHF,0.2,60.0,48.0
TXN-CH-3-000006,2026-08-27 02:40:50,2026-08-27 02:41:50,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,6,35.24,CHF,0.2,211.44,169.15
TXN-CH-3-000007,2026-08-27 21:11:25,2026-08-27 21:14:25,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,10,80.95,CHF,0.15,809.5,688.07
TXN-CH-3-000008,2026-08-27 19:12:28,2026-08-27 19:14:28,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,D2C,8,24.76,CHF,0.0,198.08,198.08
TXN-CH-3-000009,2026-08-27 21:34:00,2026-08-27 21:37:00,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,D2C,7,30.48,CHF,0.0,213.36,213.36
TXN-CH-3-000010,2026-08-27 22:05:06,2026-08-27 22:08:06,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Wholesale,3,30.48,CHF,0.0,91.44,91.44
