transaction_id,order_datetime_utc,ingested_at_utc,country,source_system,source_scenario,product_code,product_name,product_category,brand,sales_channel,quantity,unit_price,currency,discount_pct,gross_amount,net_amount
TXN-GB-1-000001,2026-08-25 01:39:20,2026-08-25 01:42:20,GB,Legacy Oracle EBS,E,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,4,31.62,GBP,0.0,126.48,126.48
TXN-GB-1-000002,2026-08-25 01:19:05,2026-08-25 01:20:05,GB,Legacy Oracle EBS,E,MED-001,Medora Cardio 10mg,Prescription,Medora,Wholesale,11,36.75,GBP,0.0,404.25,404.25
TXN-GB-1-000003,2026-08-25 10:45:08,2026-08-25 10:49:08,GB,Legacy Oracle EBS,E,MED-002,Medora Derm Cream,Prescription,Medora,E-commerce,6,22.22,GBP,0.0,133.32,133.32
TXN-GB-1-000004,2026-08-25 14:25:26,2026-08-25 14:26:26,GB,Legacy Oracle EBS,E,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,D2C,1,27.35,GBP,0.0,27.35,27.35
TXN-GB-1-000005,2026-08-25 10:13:37,2026-08-25 10:17:37,GB,Legacy Oracle EBS,E,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,8,8.12,GBP,0.1,64.96,58.46
TXN-GB-1-000006,2026-08-25 10:56:02,2026-08-25 11:01:02,GB,Legacy Oracle EBS,E,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,D2C,9,27.35,GBP,0.0,246.15,246.15
TXN-GB-1-000007,2026-08-25 18:48:53,2026-08-25 18:49:53,GB,Legacy Oracle EBS,E,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,11,31.62,GBP,0.0,347.82,347.82
TXN-GB-1-000008,2026-08-25 14:45:21,2026-08-25 14:46:21,GB,Legacy Oracle EBS,E,MED-001,Medora Cardio 10mg,Prescription,Medora,Pharmacy/B2B,8,36.75,GBP,0.2,294.0,235.2
TXN-GB-1-000009,2026-08-25 17:03:31,2026-08-25 17:04:31,GB,Legacy Oracle EBS,E,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,8,22.22,GBP,0.2,177.76,142.21
TXN-GB-1-000010,2026-08-25 08:04:47,2026-08-25 08:10:47,GB,Legacy Oracle EBS,E,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,10,31.62,GBP,0.0,316.2,316.2
TXN-GB-1-000011,2026-08-25 21:40:55,2026-08-25 21:42:55,GB,Legacy Oracle EBS,E,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,8,14.53,GBP,0.1,116.24,104.62
TXN-GB-1-000012,2026-08-25 03:45:34,2026-08-25 03:46:34,GB,Legacy Oracle EBS,E,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,2,22.22,GBP,0.1,44.44,40.0
TXN-GB-1-000013,2026-08-25 15:24:19,2026-08-25 15:25:19,GB,Legacy Oracle EBS,E,MED-001,Medora Cardio 10mg,Prescription,Medora,D2C,10,36.75,GBP,0.0,367.5,367.5
TXN-GB-1-000014,2026-08-25 06:11:51,2026-08-25 06:12:51,GB,Legacy Oracle EBS,E,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,5,8.12,GBP,0.0,40.6,40.6
TXN-GB-1-000015,2026-08-25 12:59:09,2026-08-25 13:02:09,GB,Legacy Oracle EBS,E,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,8,76.92,GBP,0.0,615.36,615.36
TXN-GB-1-000016,2026-08-25 08:16:52,2026-08-25 08:18:52,GB,Legacy Oracle EBS,E,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,11,14.53,GBP,0.1,159.83,143.85
TXN-GB-1-000017,2026-08-25 14:49:26,2026-08-25 14:55:26,GB,Legacy Oracle EBS,E,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,3,8.97,GBP,0.0,26.91,26.91
TXN-GB-1-000018,2026-08-25 20:39:49,2026-08-25 20:40:49,GB,Legacy Oracle EBS,E,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,4,31.62,GBP,0.15,126.48,107.51
TXN-GB-1-000019,2026-08-25 08:31:28,2026-08-25 08:34:28,GB,Legacy Oracle EBS,E,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,1,14.53,GBP,0.0,14.53,14.53
TXN-GB-1-000020,2026-08-25 22:28:16,2026-08-25 22:34:16,GB,Legacy Oracle EBS,E,PUR-002,PureLife BP Monitor,Medical Device,PureLife,E-commerce,7,76.92,GBP,0.15,538.44,457.67
TXN-GB-1-000021,2026-08-25 14:43:01,2026-08-25 14:46:01,GB,Legacy Oracle EBS,E,VIT-002,Vitalis Multivit,Supplement,Vitalis,Wholesale,12,14.53,GBP,0.0,174.36,174.36
TXN-GB-1-000022,2026-08-25 22:20:02,2026-08-25 22:24:02,GB,Legacy Oracle EBS,E,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,2,31.62,GBP,0.05,63.24,60.08
TXN-GB-1-000023,2026-08-25 07:52:51,2026-08-25 07:57:51,GB,Legacy Oracle EBS,E,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,12,8.12,GBP,0.0,97.44,97.44
TXN-GB-1-000024,2026-08-25 09:56:28,2026-08-25 10:01:28,GB,Legacy Oracle EBS,E,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,4,31.62,GBP,0.2,126.48,101.18
TXN-GB-1-000025,2026-08-25 20:23:40,2026-08-25 20:26:40,GB,Legacy Oracle EBS,E,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,Wholesale,6,72.65,GBP,0.15,435.9,370.51
TXN-GB-1-000026,2026-08-25 08:52:09,2026-08-25 08:57:09,GB,Legacy Oracle EBS,E,VIT-001,Vitalis C1000,Supplement,Vitalis,Wholesale,11,17.95,GBP,0.2,197.45,157.96
TXN-GB-1-000027,2026-08-25 14:07:38,2026-08-25 14:12:38,GB,Legacy Oracle EBS,E,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,5,31.62,GBP,0.15,158.1,134.38
TXN-GB-1-000028,2026-08-25 02:50:55,2026-08-25 02:52:55,GB,Legacy Oracle EBS,E,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,2,8.12,GBP,0.2,16.24,12.99
TXN-GB-1-000029,2026-08-25 17:32:04,2026-08-25 17:37:04,GB,Legacy Oracle EBS,E,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Wholesale,1,27.35,GBP,0.05,27.35,25.98
TXN-GB-1-000030,2026-08-25 00:12:48,2026-08-25 00:15:48,GB,Legacy Oracle EBS,E,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,8,8.97,GBP,0.2,71.76,57.41
TXN-GB-1-000031,2026-08-25 08:20:14,2026-08-25 08:23:14,GB,Legacy Oracle EBS,E,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,2,31.62,GBP,0.15,63.24,53.75
TXN-GB-1-000032,2026-08-25 04:25:16,2026-08-25 04:29:16,GB,Legacy Oracle EBS,E,VIT-001,Vitalis C1000,Supplement,Vitalis,D2C,1,17.95,GBP,0.05,17.95,17.05
TXN-GB-1-000033,2026-08-25 21:23:17,2026-08-25 21:28:17,GB,Legacy Oracle EBS,E,PUR-002,PureLife BP Monitor,Medical Device,PureLife,E-commerce,6,76.92,GBP,0.2,461.52,369.22
TXN-GB-1-000034,2026-08-25 09:34:28,2026-08-25 09:38:28,GB,Legacy Oracle EBS,E,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,4,8.12,GBP,0.2,32.48,25.98
TXN-GB-1-000035,2026-08-25 21:34:24,2026-08-25 21:39:24,GB,Legacy Oracle EBS,E,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,1,76.92,GBP,0.0,76.92,76.92
TXN-GB-1-000036,2026-08-25 10:46:33,2026-08-25 10:52:33,GB,Legacy Oracle EBS,E,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,8,8.97,GBP,0.0,71.76,71.76
TXN-GB-1-000037,2026-08-25 08:24:08,2026-08-25 08:29:08,GB,Legacy Oracle EBS,E,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,11,14.53,GBP,0.0,159.83,159.83
TXN-GB-1-000038,2026-08-25 17:18:36,2026-08-25 17:24:36,GB,Legacy Oracle EBS,E,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,7,22.22,GBP,0.15,155.54,132.21
TXN-GB-1-000039,2026-08-25 21:14:00,2026-08-25 21:16:00,GB,Legacy Oracle EBS,E,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,3,8.97,GBP,0.1,26.91,24.22
TXN-GB-1-000040,2026-08-25 23:36:33,2026-08-25 23:37:33,GB,Legacy Oracle EBS,E,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,10,8.97,GBP,0.0,89.7,89.7
TXN-GB-1-000041,2026-08-25 14:10:43,2026-08-25 14:11:43,GB,Legacy Oracle EBS,E,MED-001,Medora Cardio 10mg,Prescription,Medora,Pharmacy/B2B,11,36.75,GBP,0.0,404.25,404.25
TXN-GB-1-000042,2026-08-25 04:02:40,2026-08-25 04:08:40,GB,Legacy Oracle EBS,E,MED-001,Medora Cardio 10mg,Prescription,Medora,Pharmacy/B2B,6,36.75,GBP,0.05,220.5,209.47
