transaction_id,order_datetime_utc,ingested_at_utc,country,source_system,source_scenario,product_code,product_name,product_category,brand,sales_channel,quantity,unit_price,currency,discount_pct,gross_amount,net_amount
TXN-CH-1-000001,2026-08-25 13:25:43,2026-08-25 13:26:43,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,1,80.95,CHF,0.0,80.95,80.95
TXN-CH-1-000002,2026-08-25 18:27:47,2026-08-25 18:32:47,CH,SAP S/4HANA,A,MED-001,Medora Cardio 10mg,Prescription,Medora,Wholesale,6,40.95,CHF,0.0,245.7,245.7
TXN-CH-1-000003,2026-08-25 07:17:43,2026-08-25 07:23:43,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,6,16.19,CHF,0.0,97.14,97.14
TXN-CH-1-000004,2026-08-25 17:19:14,2026-08-25 17:25:14,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,10,35.24,CHF,0.1,352.4,317.16
TXN-CH-1-000005,2026-08-25 12:13:15,2026-08-25 12:18:15,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,6,9.05,CHF,0.0,54.3,54.3
TXN-CH-1-000006,2026-08-25 03:49:02,2026-08-25 03:53:02,CH,SAP S/4HANA,A,MED-001,Medora Cardio 10mg,Prescription,Medora,Wholesale,4,40.95,CHF,0.0,163.8,163.8
TXN-CH-1-000007,2026-08-25 23:15:24,2026-08-25 23:17:24,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,Wholesale,10,16.19,CHF,0.0,161.9,161.9
TXN-CH-1-000008,2026-08-25 08:42:08,2026-08-25 08:46:08,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,4,10.0,CHF,0.05,40.0,38.0
TXN-CH-1-000009,2026-08-25 06:42:29,2026-08-25 06:43:29,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,2,10.0,CHF,0.0,20.0,20.0
TXN-CH-1-000010,2026-08-25 01:05:34,2026-08-25 01:10:34,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,E-commerce,5,24.76,CHF,0.05,123.8,117.61
TXN-CH-1-000011,2026-08-25 07:04:40,2026-08-25 07:10:40,CH,SAP S/4HANA,A,PUR-002,PureLife BP Monitor,Medical Device,PureLife,D2C,1,85.71,CHF,0.0,85.71,85.71
TXN-CH-1-000012,2026-08-25 07:14:59,2026-08-25 07:16:59,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,4,9.05,CHF,0.0,36.2,36.2
TXN-CH-1-000013,2026-08-25 06:20:43,2026-08-25 06:23:43,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,3,80.95,CHF,0.0,242.85,242.85
TXN-CH-1-000014,2026-08-25 00:46:57,2026-08-25 00:48:57,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Pharmacy/B2B,1,9.05,CHF,0.2,9.05,7.24
TXN-CH-1-000015,2026-08-25 04:59:48,2026-08-25 05:03:48,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,D2C,4,24.76,CHF,0.0,99.04,99.04
TXN-CH-1-000016,2026-08-25 16:36:35,2026-08-25 16:38:35,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,11,10.0,CHF,0.0,110.0,110.0
TXN-CH-1-000017,2026-08-25 19:11:05,2026-08-25 19:16:05,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,2,30.48,CHF,0.0,60.96,60.96
TXN-CH-1-000018,2026-08-25 04:45:43,2026-08-25 04:47:43,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,Wholesale,12,16.19,CHF,0.0,194.28,194.28
TXN-CH-1-000019,2026-08-25 11:34:34,2026-08-25 11:39:34,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,E-commerce,1,30.48,CHF,0.2,30.48,24.38
TXN-CH-1-000020,2026-08-25 22:25:44,2026-08-25 22:30:44,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,3,16.19,CHF,0.0,48.57,48.57
TXN-CH-1-000021,2026-08-25 08:59:57,2026-08-25 09:00:57,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,9,9.05,CHF,0.1,81.45,73.31
TXN-CH-1-000022,2026-08-25 17:48:12,2026-08-25 17:50:12,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,11,24.76,CHF,0.1,272.36,245.12
TXN-CH-1-000023,2026-08-25 02:21:43,2026-08-25 02:23:43,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,Wholesale,11,80.95,CHF,0.2,890.45,712.36
TXN-CH-1-000024,2026-08-25 18:32:16,2026-08-25 18:35:16,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,3,35.24,CHF,0.0,105.72,105.72
TXN-CH-1-000025,2026-08-25 13:36:45,2026-08-25 13:41:45,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,8,35.24,CHF,0.0,281.92,281.92
TXN-CH-1-000026,2026-08-25 21:09:37,2026-08-25 21:13:37,CH,SAP S/4HANA,A,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Pharmacy/B2B,4,85.71,CHF,0.0,342.84,342.84
TXN-CH-1-000027,2026-08-25 07:23:27,2026-08-25 07:27:27,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,Wholesale,4,16.19,CHF,0.0,64.76,64.76
TXN-CH-1-000028,2026-08-25 15:28:28,2026-08-25 15:32:28,CH,SAP S/4HANA,A,PUR-002,PureLife BP Monitor,Medical Device,PureLife,E-commerce,6,85.71,CHF,0.0,514.26,514.26
TXN-CH-1-000029,2026-08-25 20:02:41,2026-08-25 20:03:41,CH,SAP S/4HANA,A,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,5,20.0,CHF,0.05,100.0,95.0
TXN-CH-1-000030,2026-08-25 18:53:22,2026-08-25 18:56:22,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,8,16.19,CHF,0.1,129.52,116.57
TXN-CH-1-000031,2026-08-25 22:36:52,2026-08-25 22:39:52,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Wholesale,8,30.48,CHF,0.05,243.84,231.65
TXN-CH-1-000032,2026-08-25 14:53:22,2026-08-25 14:56:22,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,5,35.24,CHF,0.05,176.2,167.39
TXN-CH-1-000033,2026-08-25 00:53:59,2026-08-25 00:55:59,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,5,35.24,CHF,0.15,176.2,149.77
TXN-CH-1-000034,2026-08-25 02:45:46,2026-08-25 02:48:46,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,D2C,9,24.76,CHF,0.1,222.84,200.56
TXN-CH-1-000035,2026-08-25 19:54:10,2026-08-25 20:00:10,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,D2C,4,24.76,CHF,0.0,99.04,99.04
TXN-CH-1-000036,2026-08-25 04:19:03,2026-08-25 04:20:03,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Pharmacy/B2B,9,10.0,CHF,0.0,90.0,90.0
TXN-CH-1-000037,2026-08-25 12:09:06,2026-08-25 12:11:06,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,5,10.0,CHF,0.15,50.0,42.5
TXN-CH-1-000038,2026-08-25 09:59:34,2026-08-25 10:01:34,CH,SAP S/4HANA,A,PUR-002,PureLife BP Monitor,Medical Device,PureLife,E-commerce,12,85.71,CHF,0.15,1028.52,874.24
TXN-CH-1-000039,2026-08-25 19:46:28,2026-08-25 19:49:28,CH,SAP S/4HANA,A,MED-001,Medora Cardio 10mg,Prescription,Medora,D2C,5,40.95,CHF,0.2,204.75,163.8
TXN-CH-1-000040,2026-08-25 12:37:13,2026-08-25 12:41:13,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,8,30.48,CHF,0.15,243.84,207.26
TXN-CH-1-000041,2026-08-25 18:39:53,2026-08-25 18:41:53,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,E-commerce,4,30.48,CHF,0.15,121.92,103.63
TXN-CH-1-000042,2026-08-25 07:38:28,2026-08-25 07:42:28,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,Wholesale,12,16.19,CHF,0.2,194.28,155.42
TXN-CH-1-000043,2026-08-25 16:47:56,2026-08-25 16:50:56,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,D2C,4,24.76,CHF,0.05,99.04,94.09
TXN-CH-1-000044,2026-08-25 15:12:27,2026-08-25 15:14:27,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,9,35.24,CHF,0.0,317.16,317.16
TXN-CH-1-000045,2026-08-25 13:38:32,2026-08-25 13:40:32,CH,SAP S/4HANA,A,PUR-002,PureLife BP Monitor,Medical Device,PureLife,E-commerce,5,85.71,CHF,0.15,428.55,364.27
TXN-CH-1-000046,2026-08-25 00:21:08,2026-08-25 00:25:08,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,4,10.0,CHF,0.05,40.0,38.0
TXN-CH-1-000047,2026-08-25 15:29:59,2026-08-25 15:35:59,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,D2C,6,30.48,CHF,0.1,182.88,164.59
TXN-CH-1-000048,2026-08-25 00:50:46,2026-08-25 00:55:46,CH,SAP S/4HANA,A,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,3,40.95,CHF,0.0,122.85,122.85
TXN-CH-1-000049,2026-08-25 20:41:13,2026-08-25 20:47:13,CH,SAP S/4HANA,A,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,7,85.71,CHF,0.0,599.97,599.97
TXN-CH-1-000050,2026-08-25 14:13:21,2026-08-25 14:14:21,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,Wholesale,4,80.95,CHF,0.05,323.8,307.61
TXN-CH-1-000051,2026-08-25 03:57:19,2026-08-25 04:00:19,CH,SAP S/4HANA,A,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,11,85.71,CHF,0.0,942.81,942.81
TXN-CH-1-000052,2026-08-25 03:23:41,2026-08-25 03:25:41,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,E-commerce,1,24.76,CHF,0.2,24.76,19.81
TXN-CH-1-000053,2026-08-25 21:58:04,2026-08-25 22:02:04,CH,SAP S/4HANA,A,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,4,40.95,CHF,0.0,163.8,163.8
TXN-CH-1-000054,2026-08-25 14:02:59,2026-08-25 14:05:59,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,5,16.19,CHF,0.15,80.95,68.81
TXN-CH-1-000055,2026-08-25 19:05:33,2026-08-25 19:06:33,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,6,35.24,CHF,0.1,211.44,190.3
TXN-CH-1-000056,2026-08-25 00:24:07,2026-08-25 00:26:07,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,7,10.0,CHF,0.0,70.0,70.0
TXN-CH-1-000057,2026-08-25 04:01:55,2026-08-25 04:03:55,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,Wholesale,8,80.95,CHF,0.15,647.6,550.46
TXN-CH-1-000058,2026-08-25 02:30:12,2026-08-25 02:34:12,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,4,16.19,CHF,0.0,64.76,64.76
TXN-CH-1-000059,2026-08-25 15:44:09,2026-08-25 15:50:09,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,10,35.24,CHF,0.1,352.4,317.16
TXN-CH-1-000060,2026-08-25 11:17:53,2026-08-25 11:22:53,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,Wholesale,5,16.19,CHF,0.0,80.95,80.95
TXN-CH-1-000061,2026-08-25 00:16:15,2026-08-25 00:18:15,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,7,35.24,CHF,0.1,246.68,222.01
TXN-CH-1-000062,2026-08-25 08:59:13,2026-08-25 09:04:13,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,8,10.0,CHF,0.05,80.0,76.0
TXN-CH-1-000063,2026-08-25 20:58:34,2026-08-25 20:59:34,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,D2C,11,24.76,CHF,0.05,272.36,258.74
TXN-CH-1-000064,2026-08-25 12:37:33,2026-08-25 12:43:33,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,10,9.05,CHF,0.2,90.5,72.4
TXN-CH-1-000065,2026-08-25 06:22:34,2026-08-25 06:26:34,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,10,16.19,CHF,0.15,161.9,137.62
TXN-CH-1-000066,2026-08-25 15:43:53,2026-08-25 15:47:53,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,E-commerce,12,30.48,CHF,0.1,365.76,329.18
TXN-CH-1-000067,2026-08-25 03:28:41,2026-08-25 03:32:41,CH,SAP S/4HANA,A,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,3,40.95,CHF,0.0,122.85,122.85
TXN-CH-1-000068,2026-08-25 22:52:04,2026-08-25 22:57:04,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Pharmacy/B2B,12,9.05,CHF,0.15,108.6,92.31
TXN-CH-1-000069,2026-08-25 07:54:36,2026-08-25 07:58:36,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,6,30.48,CHF,0.0,182.88,182.88
TXN-CH-1-000070,2026-08-25 03:49:51,2026-08-25 03:54:51,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,8,10.0,CHF,0.0,80.0,80.0
TXN-CH-1-000071,2026-08-25 09:12:10,2026-08-25 09:14:10,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,Pharmacy/B2B,8,80.95,CHF,0.0,647.6,647.6
TXN-CH-1-000072,2026-08-25 02:39:53,2026-08-25 02:45:53,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,6,35.24,CHF,0.15,211.44,179.72
TXN-CH-1-000073,2026-08-25 14:32:22,2026-08-25 14:34:22,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,1,30.48,CHF,0.0,30.48,30.48
TXN-CH-1-000074,2026-08-25 04:10:31,2026-08-25 04:16:31,CH,SAP S/4HANA,A,VIT-001,Vitalis C1000,Supplement,Vitalis,D2C,11,20.0,CHF,0.15,220.0,187.0
TXN-CH-1-000075,2026-08-25 16:54:09,2026-08-25 16:58:09,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,2,35.24,CHF,0.1,70.48,63.43
TXN-CH-1-000076,2026-08-25 23:55:17,2026-08-25 23:57:17,CH,SAP S/4HANA,A,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,8,35.24,CHF,0.2,281.92,225.54
TXN-CH-1-000077,2026-08-25 10:09:47,2026-08-25 10:11:47,CH,SAP S/4HANA,A,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,10,20.0,CHF,0.0,200.0,200.0
TXN-CH-1-000078,2026-08-25 06:27:10,2026-08-25 06:30:10,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,3,24.76,CHF,0.0,74.28,74.28
TXN-CH-1-000079,2026-08-25 00:24:29,2026-08-25 00:30:29,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,8,9.05,CHF,0.0,72.4,72.4
TXN-CH-1-000080,2026-08-25 06:28:42,2026-08-25 06:30:42,CH,SAP S/4HANA,A,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,8,40.95,CHF,0.15,327.6,278.46
TXN-CH-1-000081,2026-08-25 01:44:19,2026-08-25 01:50:19,CH,SAP S/4HANA,A,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,Pharmacy/B2B,7,80.95,CHF,0.15,566.65,481.65
TXN-CH-1-000082,2026-08-25 11:13:32,2026-08-25 11:17:32,CH,SAP S/4HANA,A,MED-001,Medora Cardio 10mg,Prescription,Medora,Pharmacy/B2B,1,40.95,CHF,0.2,40.95,32.76
TXN-CH-1-000083,2026-08-25 13:44:25,2026-08-25 13:46:25,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,4,16.19,CHF,0.0,64.76,64.76
TXN-CH-1-000084,2026-08-25 03:19:38,2026-08-25 03:20:38,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,1,30.48,CHF,0.0,30.48,30.48
TXN-CH-1-000085,2026-08-25 06:59:45,2026-08-25 07:05:45,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,E-commerce,2,24.76,CHF,0.2,49.52,39.62
TXN-CH-1-000086,2026-08-25 06:06:44,2026-08-25 06:12:44,CH,SAP S/4HANA,A,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,7,20.0,CHF,0.1,140.0,126.0
TXN-CH-1-000087,2026-08-25 03:55:14,2026-08-25 03:58:14,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,E-commerce,10,10.0,CHF,0.0,100.0,100.0
TXN-CH-1-000088,2026-08-25 19:43:22,2026-08-25 19:47:22,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,4,30.48,CHF,0.0,121.92,121.92
TXN-CH-1-000089,2026-08-25 03:51:18,2026-08-25 03:54:18,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,E-commerce,1,10.0,CHF,0.05,10.0,9.5
TXN-CH-1-000090,2026-08-25 23:48:40,2026-08-25 23:51:40,CH,SAP S/4HANA,A,MED-001,Medora Cardio 10mg,Prescription,Medora,Wholesale,4,40.95,CHF,0.05,163.8,155.61
TXN-CH-1-000091,2026-08-25 08:00:48,2026-08-25 08:01:48,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,1,9.05,CHF,0.0,9.05,9.05
TXN-CH-1-000092,2026-08-25 07:57:27,2026-08-25 08:01:27,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,2,9.05,CHF,0.15,18.1,15.39
TXN-CH-1-000093,2026-08-25 19:31:18,2026-08-25 19:36:18,CH,SAP S/4HANA,A,VIT-001,Vitalis C1000,Supplement,Vitalis,D2C,2,20.0,CHF,0.1,40.0,36.0
TXN-CH-1-000094,2026-08-25 11:48:33,2026-08-25 11:54:33,CH,SAP S/4HANA,A,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,E-commerce,6,30.48,CHF,0.0,182.88,182.88
TXN-CH-1-000095,2026-08-25 23:07:57,2026-08-25 23:13:57,CH,SAP S/4HANA,A,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,2,10.0,CHF,0.0,20.0,20.0
TXN-CH-1-000096,2026-08-25 00:38:33,2026-08-25 00:43:33,CH,SAP S/4HANA,A,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,7,85.71,CHF,0.1,599.97,539.97
TXN-CH-1-000097,2026-08-25 23:19:23,2026-08-25 23:25:23,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,4,16.19,CHF,0.0,64.76,64.76
TXN-CH-1-000098,2026-08-25 22:26:26,2026-08-25 22:27:26,CH,SAP S/4HANA,A,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,12,9.05,CHF,0.05,108.6,103.17
TXN-CH-1-000099,2026-08-25 08:52:02,2026-08-25 08:57:02,CH,SAP S/4HANA,A,MED-002,Medora Derm Cream,Prescription,Medora,Pharmacy/B2B,3,24.76,CHF,0.0,74.28,74.28
TXN-CH-1-000100,2026-08-25 18:09:29,2026-08-25 18:12:29,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,7,16.19,CHF,0.0,113.33,113.33
TXN-CH-1-000101,2026-08-25 23:22:33,2026-08-25 23:23:33,CH,SAP S/4HANA,A,VIT-002,Vitalis Multivit,Supplement,Vitalis,Wholesale,12,16.19,CHF,0.0,194.28,194.28
